120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
206.126.236.189 | Informações geográficas não encontradas | 137.233 | 3
206.126.236.189 | Informações geográficas não encontradas | 137.046 | 3
206.126.236.189 | Informações geográficas não encontradas | 149.611 | 3
206.126.236.24 | Informações geográficas não encontradas | 143.296 | 3
206.126.236.24 | Informações geográficas não encontradas | 138.782 | 3
206.126.236.24 | Informações geográficas não encontradas | 138.387 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.285 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.254 | 3
156.225.111.22 | Informações geográficas não encontradas | 137.309 | 3
192.168.88.254 | Informações geográficas não encontradas | 156.225.111.20 | Informações geográficas não encontradas | 1726076094
192.168.88.1 | Informações geográficas não encontradas | 0.669 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.479 | 3
192.168.88.1 | Informações geográficas não encontradas | 0.729 | 3
190.90.130.1 | Informações geográficas não encontradas | 1.035 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.759 | 3
190.90.130.1 | Informações geográficas não encontradas | 0.723 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.657 | 3
179.1.4.49 | Informações geográficas não encontradas | 5.702 | 3
179.1.4.49 | Informações geográficas não encontradas | 4.302 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.20 | Informações geográficas não encontradas | 78.827 | 3
156.225.111.20 | Informações geográficas não encontradas | 78.653 | 3
156.225.111.20 | Informações geográficas não encontradas | 78.48 | 3
154.70.207.39 | Informações geográficas não encontradas | 154.85.67.11 | Informações geográficas não encontradas | 1726076178
154.70.207.1 | Informações geográficas não encontradas | 0.173 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.221 | 3
154.70.207.1 | Informações geográficas não encontradas | 0.138 | 3
185.1.192.51 | Informações geográficas não encontradas | 17.73 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.428 | 3
185.1.192.51 | Informações geográficas não encontradas | 15.924 | 3
154.85.67.11 | Informações geográficas não encontradas | 13.998 | 3
154.85.67.11 | Informações geográficas não encontradas | 13.973 | 3
154.85.67.11 | Informações geográficas não encontradas | 13.904 | 3
102.222.100.152 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726076166
10.201.255.1 | Informações geográficas não encontradas | 0.301 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.279 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.295 | 3
41.175.247.140 | Informações geográficas não encontradas | 31.873 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.396 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.303 | 3
5.11.12.121 | Informações geográficas não encontradas | 21.113 | 3
5.11.12.121 | Informações geográficas não encontradas | 20.699 | 3
5.11.12.121 | Informações geográficas não encontradas | 20.805 | 3
77.246.58.97 | Informações geográficas não encontradas | 19.621 | 3
77.246.58.97 | Informações geográficas não encontradas | 19.575 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
196.60.10.204 | Informações geográficas não encontradas | 23.443 | 3
196.60.10.204 | Informações geográficas não encontradas | 19.443 | 3
196.60.10.204 | Informações geográficas não encontradas | 18.89 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.079 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.05 | 3
154.92.25.9 | Informações geográficas não encontradas | 19.035 | 3
192.168.11.100 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726076086
192.168.11.1 | Informações geográficas não encontradas | 1.522 | 3
192.168.11.1 | Informações geográficas não encontradas | 1.194 | 3
192.168.11.1 | Informações geográficas não encontradas | 1.131 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.481 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.417 | 3
197.247.192.3 | Informações geográficas não encontradas | 3.391 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.557 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.814 | 3
10.43.12.209 | Informações geográficas não encontradas | 3.277 | 3
10.43.12.210 | Informações geográficas não encontradas | 4.706 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.187 | 3
10.43.12.210 | Informações geográficas não encontradas | 5.28 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.454 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.7 | 3
10.43.250.241 | Informações geográficas não encontradas | 20.614 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.107 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.284 | 3
195.10.46.60 | Informações geográficas não encontradas | 20.369 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.369 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.47 | 3
195.2.21.74 | Informações geográficas não encontradas | 37.324 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.637 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.646 | 3
195.2.9.94 | Informações geográficas não encontradas | 43.455 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.611 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.702 | 3
195.2.14.110 | Informações geográficas não encontradas | 43.709 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.452 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.797 | 3
41.78.188.134 | Informações geográficas não encontradas | 203.461 | 3
41.78.188.144 | Informações geográficas não encontradas | 203.45 | 3
41.78.188.144 | Informações geográficas não encontradas | 203.273 | 3
41.78.188.144 | Informações geográficas não encontradas | 204.008 | 3
41.78.188.207 | Informações geográficas não encontradas | 205.041 | 3
41.78.188.207 | Informações geográficas não encontradas | 204.521 | 3
41.78.188.207 | Informações geográficas não encontradas | 204.82 | 3
197.157.72.9 | Informações geográficas não encontradas | 207.341 | 3
197.157.72.9 | Informações geográficas não encontradas | 205.817 | 3
197.157.72.9 | Informações geográficas não encontradas | 204.463 | 3
154.92.25.2 | Informações geográficas não encontradas | 201.79 | 3
154.92.25.2 | Informações geográficas não encontradas | 202.335 | 3
154.92.25.2 | Informações geográficas não encontradas | 202.324 | 3
192.168.1.2 | Informações geográficas não encontradas | 156.225.111.21 | Informações geográficas não encontradas | 1726076084
192.168.1.1 | Informações geográficas não encontradas | 1.664 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.208 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.185 | 3
100.100.192.1 | Informações geográficas não encontradas | 5.918 | 3
100.100.192.1 | Informações geográficas não encontradas | 7.894 | 3
100.100.192.1 | Informações geográficas não encontradas | 6.251 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.461 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.501 | 3
100.126.100.97 | Informações geográficas não encontradas | 3.006 | 3
100.126.100.9 | Informações geográficas não encontradas | 4.392 | 3
100.126.100.9 | Informações geográficas não encontradas | 4.002 | 3
100.126.100.9 | Informações geográficas não encontradas | 5.079 | 3
10.230.0.81 | Informações geográficas não encontradas | 6.099 | 3
10.230.0.81 | Informações geográficas não encontradas | 4.805 | 3
10.230.0.81 | Informações geográficas não encontradas | 5.566 | 3
100.127.250.42 | Informações geográficas não encontradas | 11.606 | 3
100.127.250.42 | Informações geográficas não encontradas | 11.162 | 3
100.127.250.42 | Informações geográficas não encontradas | 11.056 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
4.69.136.66 | Informações geográficas não encontradas | 159.286 | 3
4.69.136.66 | Informações geográficas não encontradas | 158.323 | 3
4.69.136.66 | Informações geográficas não encontradas | 158.281 | 3
4.14.101.14 | Informações geográficas não encontradas | 158.17 | 3
4.14.101.14 | Informações geográficas não encontradas | 158.065 | 3
4.14.101.14 | Informações geográficas não encontradas | 158.416 | 3
103.140.147.238 | Informações geográficas não encontradas | 157.918 | 3
103.140.147.238 | Informações geográficas não encontradas | 158.364 | 3
103.140.147.238 | Informações geográficas não encontradas | 157.813 | 3
103.140.147.203 | Informações geográficas não encontradas | 158.613 | 3
103.140.147.203 | Informações geográficas não encontradas | 158.401 | 3
103.140.147.203 | Informações geográficas não encontradas | 158.257 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
